symbol,name,last_sale,market_cap,ipo_year,sector,sub_industry,nasdaq_url
LLL,"L-3 Communications Holdings, Inc.",153.93,11900000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LQ,La Quinta Holdings Inc.,11.09,1300000000.0,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,127.5,13130000000.0,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,13.85,1520000000.0,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr
LW,"Lamb Weston Holdings, Inc.",30.19,4410000000.0,2016,,,http://www.nasdaq.com/symbol/lw
LDR,"Landauer, Inc.",49.35,473950000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr
LCI,Lannett Co Inc,24.25,897290000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",13.26,3210000000.0,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,57.04,45340000000.0,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,26.93,3210000000.0,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LFL,LATAM Airlines Group S.A.,8.71,4750000000.0,,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl
LDF,"Latin American Discovery Fund, Inc. (The)",9.06,61760000.0,,,,http://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,13.46,129289999.99999999,2004,,,http://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,39.54,4870000000.0,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",9.4,64670000.0,2005,,,http://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,26.2,1290000000.0,,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LFGR,Leaf Group Ltd.,6.6,130430000.0,,,,http://www.nasdaq.com/symbol/lfgr
LEA,Lear Corporation,122.62,8610000000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.65,147790000.0,,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,11.43,240910000.0,2012,,,http://www.nasdaq.com/symbol/bwg
LM,"Legg Mason, Inc.",31.55,3190000000.0,,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LEG,"Leggett & Platt, Incorporated",49.44,6610000000.0,,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
LDOS,"Leidos Holdings, Inc.",47.4,7130000000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,3.96,535570000.00000006,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,6.31,2490000000.0,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,42.33,9640000000.0,,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LII,"Lennox International, Inc.",149.05,6420000000.0,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,20.76,7470000000.0,,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LVLT,"Level 3 Communications, Inc.",54.11,19480000000.0,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt
LXP,Lexington Realty Trust,10.06,2390000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXK,"Lexmark International, Inc.",39.82,2510000000.0,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk
LPL,"LG Display Co., Ltd.",11.47,8210000000.000001,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,4.96,926730000.0,1986,,,http://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",4.05,100250000.0,,,,http://www.nasdaq.com/symbol/asg
LPT,Liberty Property Trust,37.65,5530000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",82.9,3850000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LOCK,"LifeLock, Inc.",19.7,1850000000.0,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock
LITB,"LightInTheBox Holding Co., Ltd.",2.63,196070000.0,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,61.4,14030000000.0,,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNN,Lindsay Corporation,77.82,827240000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,37.39,8119999999.999999,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LNKD,LinkedIn Corporation,190.53,25820000000.0,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd
LGF,Lions Gate Entertainment Corporation,23.53,3490000000.0,,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf
LAD,"Lithia Motors, Inc.",86.92,2190000000.0,,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",28.47,5790000000.0,,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.05,54480000000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,12.6,226590000.0,2004,,,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,267.24,78300000000.0,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,43.96,14810000000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LPX,Louisiana-Pacific Corporation,18.31,2600000000.0,,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",70.01,61230000000.0,,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,8.54,238360000.0,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",17.55,577400000.0,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",45.72,1790000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",4.21,121840000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",16.83,458580000.0,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,9.84,257810000.0,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",54.85,1820000000.0,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
LUX,"Luxottica Group, S.p.A.",51.85,24910000000.0,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux
LDL,"Lydall, Inc.",56.6,971100000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,19.2,608640000.0,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,82.4,33580000000.0,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,139.95,21700000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MDC,"M.D.C. Holdings, Inc.",25.65,1260000000.0,,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",22.32,550610000.0,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),72.04,10350000000.0,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,26.61,2390000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,18.35,228790000.0,2005,,,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company,78.37,6410000000.0,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,10.89,93030000.0,2004,,,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,68.4,4000000000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,41.56,12700000000.0,,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.77,149720000.0,2004,,,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.75,68130000.0,2005,,,http://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,66.98,15260000000.0,,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",38.55,14820000000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,5.35,187240000.0,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MAIN,Main Street Capital Corporation,36.4,1930000000.0,2007,,,http://www.nasdaq.com/symbol/main
MMD,MainStay DefinedTerm Municipal Opportunities Fund,18.11,499010000.0,2012,,,http://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,67.88,7310000000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,13.63,92690000.0,2003,,,http://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,15,2460000000.0,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",5.2,721610000.0,,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MFS,"Manitowoc Food Service, Inc.",17.57,2430000000.0,2016,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mfs
MN,"Manning & Napier, Inc.",6.7,100530000.0,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,84.35,5660000000.0,,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,17.08,33700000000.000004,,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,14.93,12650000000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,43.59,23010000000.0,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",26.87,1010000000.0,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),28.75,794410000.0,,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,2.4,92750000.0,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MHG,Marine Harvest ASA,17.07,7680000000.0,,,,http://www.nasdaq.com/symbol/mhg
MPX,Marine Products Corporation,9.6,368210000.0,,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",17.1,442110000.0,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,876.98,12270000000.0,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
VAC,Marriot Vacations Worldwide Corporation,76.26,2060000000.0,,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",67.61,34860000000.0,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",231.5,14690000000.0,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,31.65,10390000000.0,,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,66.95,2009999999.9999998,,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",36.7,3020000000.0,,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,101.14,112150000000.0,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,23.38,2190000000.0,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,37.6,749660000.0,,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",39.05,1670000000.0,,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",6.55,124590000.0,,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MMS,"Maximus, Inc.",54.38,3530000000.0,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",21.15,1360000000.0,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",9.29,1260000000.0,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,McClatchy Company (The),15.02,113780000.0,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,"McCormick & Company, Incorporated",91.91,11590000000.0,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MDR,"McDermott International, Inc.",5.74,1390000000.0,,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,117.86,97880000000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.86,856440000.0,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,143.69,32490000000.000004,,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",27.68,5410000000.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,72.25,13350000000.0,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MTL,Mechel PAO,6.5,1350000000.0,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MRT,"MedEquities Realty Trust, Inc.",10.8,342190000.0,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt
MEG,"Media General, Inc.",18.55,2400000000.0,,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/meg
MPW,"Medical Properties Trust, Inc.",12.31,3940000000.0,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,39.11,463390000.0,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,7.85,429890000.0,2011,,,http://www.nasdaq.com/symbol/mcc
MDLY,Medley Management Inc.,9.35,272190000.0,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",62.98,5900000000.0,,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,Medtronic plc,78.75,108830000000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MRK,"Merck & Company, Inc.",63.53,175160000000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,57.66,3190000000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,52.6,2340000000.0,,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,34.5,1380000000.0,,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",11.99,1040000000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MTR,Mesa Royalty Trust,9,16770000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,9.9,129889999.99999999,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MPG,Metaldyne Performance Group Inc.,19.55,1300000000.0,2014,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg
MEI,"Methode Electronics, Inc.",36,1330000000.0,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",54.5,59900000000.0,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MTD,"Mettler-Toledo International, Inc.",419.28,11000000000.0,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",9.11,67710000.0,,,,http://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",14.26,214520000.0,,,,http://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",7.37,2740000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFCB,MFC Bancorp Ltd.,2.08,131340000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb
MCR,MFS Charter Income Trust,8.12,422330000.0,1989,,,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,5.04,164310000.0,1987,,,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,4.38,515690000.00000006,1988,,,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,5.71,430480000.0,1987,,,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.61,272250000.0,1986,,,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,5.43,38470000.0,,,,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,8.82,3000000000.0,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,23.95,1380000000.0,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,27.37,15690000000.0,,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,47.16,7750000000.0,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,"Mid-America Apartment Communities, Inc.",92.7,7000000000.0,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MEP,"Midcoast Energy Partners, L.P.",7.4,334630000.0,2013,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep
MSL,MidSouth Bancorp,10.4,118170000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MCRN,Milacron Holdings Corp.,15.1,1030000000.0,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,"Miller Industries, Inc.",25.2,285910000.0,,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,11.95,160340000.0,2014,,,http://www.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,74.25,2590000000.0,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MG,Mistras Group Inc,22.16,646740000.0,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,5.95,80800000000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,5.87,132020000.00000001,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.51,43920000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,7.34,7580000000.0,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,39.77,8700000000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,"Model N, Inc.",8.4,232410000.0,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,11.65,556620000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,28.4,585190000.0,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",197.25,14630000000.0,,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,49.93,2840000000.0,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,96.82,15760000000.0,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
MNR,Monmouth Real Estate Investment Corporation,13.41,907950000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MORE,"Monogram Residential Trust, Inc.",10.8,1800000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more
MON,Monsanto Company,98.09,42960000000.0,,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MCO,Moody&#39;s Corporation,100.06,19130000000.0,,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MS,Morgan Stanley,39.35,73700000000.0,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",13.71,189880000.0,,,,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,17.72,387740000.0,2006,,,http://www.nasdaq.com/symbol/caf
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.82,188160000.0,1993,,,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7,469880000.0,2007,,,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",13.36,193480000.0,1991,,,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",26.33,388060000.0,1994,,,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),28.29,9910000000.0,,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",80.6,13380000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,26.4,605890000.0,,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,32.52,11460000000.0,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,17.78,1690000000.0,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",17.66,158290000.0,,,,http://www.nasdaq.com/symbol/icb
MSA,MSA Safety Incorporporated,62.62,2350000000.0,,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",83.62,4730000000.0,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,77.56,7300000000.0,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,171.72,4110000000.0000005,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,20.45,1540000000.0,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn
MLI,"Mueller Industries, Inc.",35.27,2020000000.0,,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,13.08,2109999999.9999998,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MPSX,Multi Packaging Solutions International Limited,12.88,997590000.0,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx
MUR,Murphy Oil Corporation,28.33,4880000000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,63.08,2430000000.0,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,5.328,61270000.0,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",8.48,192520000.0,,,,http://www.nasdaq.com/symbol/mvc
MYE,"Myers Industries, Inc.",14.5,433870000.0,,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
MYOV,Myovant Sciences Ltd.,11.04,664920000.0,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov
NBR,Nabors Industries Ltd.,12.79,3630000000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",88.15,597350000.0,,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,7.7,282590000.0,,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp
NBHC,National Bank Holdings Corporation,26.44,686470000.0,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NFG,National Fuel Gas Company,51.66,4400000000.0,,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",58.13,45620000000.0,,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,"National Health Investors, Inc.",70.92,2830000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,"National Oilwell Varco, Inc.",34.9,13180000000.0,,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,"National Presto Industries, Inc.",90.5,628640000.0,,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,41.64,6130000000.0,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
SID,National Steel Company,3.22,4470000000.0,,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,19.78,741310000.0,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,Nationstar Mortgage Holdings Inc.,16.53,1610000000.0,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NGS,"Natural Gas Services Group, Inc.",27.55,354530000.0,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",11.81,265769999.99999997,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
